site,ordinal,local_exact,counter,field,row_line,role,caption_line,geometry_top_line,geometry_top_valid,geometry_top_status,mean,std,gradient,blank_mean,blank_noise,blank_gradient,mean_gate,spread_gate,gradient_gate,active_by_level,active_by_spread,active_by_gradient,active,cea608_valid
minute_35_00,63006,106,2016,1,26,caption_plus_3,23,25,1,measured,123.929688,50.128613,3.031299,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63006,106,2016,2,286,line_286,-1,287,1,measured,41.318748,43.845089,1.705790,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63006,106,2016,2,287,line_287,-1,287,1,measured,63.851562,60.766853,6.278560,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63006,106,2016,2,288,line_288,-1,287,1,measured,124.593750,52.888893,3.591549,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63007,107,2017,1,24,caption_plus_1,23,25,1,measured,84.853127,38.217598,2.104851,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63007,107,2017,1,25,caption_plus_2,23,25,1,measured,117.628128,52.208767,2.859155,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63007,107,2017,1,26,caption_plus_3,23,25,1,measured,123.354691,49.755627,3.093897,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63007,107,2017,2,286,line_286,-1,287,1,measured,41.978127,44.663212,1.622848,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63007,107,2017,2,287,line_287,-1,287,1,measured,68.403122,60.797951,6.086072,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63007,107,2017,2,288,line_288,-1,287,1,measured,124.193748,52.932800,3.682316,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63008,108,2018,1,24,caption_plus_1,23,25,1,measured,87.042191,36.043896,2.123631,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63008,108,2018,1,25,caption_plus_2,23,25,1,measured,125.042191,55.849209,3.050078,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63008,108,2018,1,26,caption_plus_3,23,25,1,measured,121.739059,49.639568,3.070423,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63008,108,2018,2,286,line_286,-1,288,1,measured,41.317188,44.446186,1.624413,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63008,108,2018,2,287,line_287,-1,288,1,measured,20.898438,35.167244,2.341158,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63008,108,2018,2,288,line_288,-1,288,1,measured,125.909378,48.198494,2.928013,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63009,109,2019,1,24,caption_plus_1,23,25,1,measured,85.731247,37.829216,2.012520,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63009,109,2019,1,25,caption_plus_2,23,25,1,measured,117.184372,52.198215,2.823161,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63009,109,2019,1,26,caption_plus_3,23,25,1,measured,122.607811,50.437099,2.998435,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63009,109,2019,2,286,line_286,-1,288,1,measured,42.153126,44.537254,1.647887,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63009,109,2019,2,287,line_287,-1,288,1,measured,25.375000,41.286575,3.001565,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63009,109,2019,2,288,line_288,-1,288,1,measured,127.140625,49.393970,2.910798,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63010,110,2020,1,25,caption_plus_1,24,23,0,vbi_ambiguous,87.132812,37.015236,2.001565,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63010,110,2020,1,26,caption_plus_2,24,23,0,vbi_ambiguous,125.542191,55.829437,3.259781,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63010,110,2020,1,27,caption_plus_3,24,23,0,vbi_ambiguous,122.442184,50.163292,2.907668,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63010,110,2020,2,286,line_286,-1,288,1,measured,42.198437,44.811893,1.710485,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63010,110,2020,2,287,line_287,-1,288,1,measured,26.481251,41.441936,2.633803,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63010,110,2020,2,288,line_288,-1,288,1,measured,128.103119,48.900463,2.970266,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63011,111,2021,1,25,caption_plus_1,24,23,0,vbi_ambiguous,86.335938,36.601501,1.834116,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63011,111,2021,1,26,caption_plus_2,24,23,0,vbi_ambiguous,118.328125,52.789898,2.838811,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63011,111,2021,1,27,caption_plus_3,24,23,0,vbi_ambiguous,122.787498,50.267799,2.971831,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63011,111,2021,2,286,line_286,-1,288,1,measured,41.478127,44.759178,1.693271,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63011,111,2021,2,287,line_287,-1,288,1,measured,26.125000,42.352131,2.411581,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63011,111,2021,2,288,line_288,-1,288,1,measured,127.231247,49.166710,2.790297,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63012,112,2022,1,25,caption_plus_1,24,23,0,vbi_ambiguous,88.582809,35.453217,2.100157,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63012,112,2022,1,26,caption_plus_2,24,23,0,vbi_ambiguous,124.921875,55.338337,2.810642,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63012,112,2022,1,27,caption_plus_3,24,23,0,vbi_ambiguous,121.353127,50.737869,3.029734,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63012,112,2022,2,286,line_286,-1,288,1,measured,41.514061,44.217537,1.608764,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63012,112,2022,2,287,line_287,-1,288,1,measured,20.676563,37.121426,2.438185,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63012,112,2022,2,288,line_288,-1,288,1,measured,127.367188,48.347256,2.687011,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63013,113,2023,1,25,caption_plus_1,24,23,0,vbi_ambiguous,87.084373,36.583710,2.084507,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63013,113,2023,1,26,caption_plus_2,24,23,0,vbi_ambiguous,116.965622,52.963535,2.740219,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63013,113,2023,1,27,caption_plus_3,24,23,0,vbi_ambiguous,121.806252,50.813354,2.885759,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63013,113,2023,2,286,line_286,-1,288,1,measured,41.229687,44.849247,1.693271,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63013,113,2023,2,287,line_287,-1,288,1,measured,26.659374,42.579514,3.125196,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63013,113,2023,2,288,line_288,-1,288,1,measured,124.804688,49.335503,2.735524,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63014,114,2024,1,24,caption_plus_1,23,25,1,measured,85.659378,36.491432,2.009390,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63014,114,2024,1,25,caption_plus_2,23,25,1,measured,124.396873,56.119617,2.949922,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63014,114,2024,1,26,caption_plus_3,23,25,1,measured,121.106247,51.118256,3.075117,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63014,114,2024,2,286,line_286,-1,288,1,measured,41.192188,44.430695,1.691706,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63014,114,2024,2,287,line_287,-1,288,1,measured,26.693750,41.454571,3.028169,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63014,114,2024,2,288,line_288,-1,288,1,measured,126.229691,49.556454,2.762128,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63015,115,2025,1,24,caption_plus_1,23,25,1,measured,110.821877,20.109764,2.162754,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63015,115,2025,1,25,caption_plus_2,23,25,1,measured,150.237503,28.912527,3.560250,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63015,115,2025,1,26,caption_plus_3,23,25,1,measured,152.881256,27.664536,3.172144,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63015,115,2025,2,286,line_286,-1,288,1,measured,38.862499,43.543259,1.563380,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63015,115,2025,2,287,line_287,-1,288,1,measured,23.562500,40.827446,2.721440,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63015,115,2025,2,288,line_288,-1,288,1,measured,150.510941,26.328569,2.696401,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63016,116,2026,1,24,caption_plus_1,23,25,1,measured,108.348434,20.574306,2.420970,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63016,116,2026,1,25,caption_plus_2,23,25,1,measured,159.882812,29.738710,3.478873,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63016,116,2026,1,26,caption_plus_3,23,25,1,measured,148.659378,27.869051,3.397496,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63016,116,2026,2,286,line_286,-1,288,1,measured,40.298439,43.552555,1.632238,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63016,116,2026,2,287,line_287,-1,288,1,measured,24.712500,41.020061,2.543036,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63016,116,2026,2,288,line_288,-1,288,1,measured,153.751556,26.274260,3.021909,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63017,117,2027,1,25,caption_plus_1,24,26,1,measured,110.406250,17.173580,1.929577,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63017,117,2027,1,26,caption_plus_2,24,26,1,measured,147.715622,26.233335,2.918623,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63017,117,2027,1,27,caption_plus_3,24,26,1,measured,149.129684,27.211275,3.284820,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63017,117,2027,2,286,line_286,-1,288,1,measured,41.750000,44.375492,1.957747,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63017,117,2027,2,287,line_287,-1,288,1,measured,25.284374,41.224998,2.801252,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63017,117,2027,2,288,line_288,-1,288,1,measured,151.399994,26.430321,3.306729,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63018,118,2028,1,24,caption_plus_1,23,23,0,vbi_ambiguous,110.564064,16.826941,1.774648,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63018,118,2028,1,25,caption_plus_2,23,23,0,vbi_ambiguous,159.079681,28.520084,3.092332,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63018,118,2028,1,26,caption_plus_3,23,23,0,vbi_ambiguous,147.804688,26.548735,3.223787,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63018,118,2028,2,286,line_286,-1,288,1,measured,42.114063,43.312073,1.665102,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63018,118,2028,2,287,line_287,-1,288,1,measured,26.060938,41.499073,2.414711,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63018,118,2028,2,288,line_288,-1,288,1,measured,153.535934,26.647503,3.089202,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63019,119,2029,1,25,caption_plus_1,24,26,1,measured,110.673439,17.131329,1.794992,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63019,119,2029,1,26,caption_plus_2,24,26,1,measured,147.593750,25.826658,2.877934,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63019,119,2029,1,27,caption_plus_3,24,26,1,measured,149.107819,26.892597,3.095462,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63019,119,2029,2,286,line_286,-1,288,1,measured,41.032814,43.261097,1.712050,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63019,119,2029,2,287,line_287,-1,288,1,measured,30.287500,45.183189,2.655712,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63019,119,2029,2,288,line_288,-1,288,1,measured,152.432816,25.874792,2.708920,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63020,120,2030,1,25,caption_plus_1,24,26,1,measured,110.092186,17.232126,1.821596,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63020,120,2030,1,26,caption_plus_2,24,26,1,measured,158.334381,27.528463,3.064163,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63020,120,2030,1,27,caption_plus_3,24,26,1,measured,146.412506,27.263676,3.320814,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63020,120,2030,2,286,line_286,-1,288,1,measured,41.178123,42.878021,1.683881,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63020,120,2030,2,287,line_287,-1,288,1,measured,21.203125,35.094681,2.392801,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63020,120,2030,2,288,line_288,-1,288,1,measured,152.868744,25.701683,3.017214,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63021,121,2031,1,24,caption_plus_1,23,25,1,measured,110.776566,16.397554,1.615023,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63021,121,2031,1,25,caption_plus_2,23,25,1,measured,148.696869,26.125275,2.896714,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63021,121,2031,1,26,caption_plus_3,23,25,1,measured,148.207809,27.172234,3.392801,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63021,121,2031,2,286,line_286,-1,288,1,measured,41.470314,43.809166,1.723005,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63021,121,2031,2,287,line_287,-1,288,1,measured,24.646875,40.299934,3.031299,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63021,121,2031,2,288,line_288,-1,288,1,measured,153.078125,26.070040,3.206573,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63022,122,2032,1,25,caption_plus_1,24,23,0,vbi_ambiguous,110.282814,16.835686,1.602504,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63022,122,2032,1,26,caption_plus_2,24,23,0,vbi_ambiguous,158.115631,28.608713,3.081377,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63022,122,2032,1,27,caption_plus_3,24,23,0,vbi_ambiguous,147.678131,26.885105,3.302034,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63022,122,2032,2,286,line_286,-1,288,1,measured,42.312500,43.516727,1.690141,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63022,122,2032,2,287,line_287,-1,288,1,measured,26.457813,41.186256,3.106416,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63022,122,2032,2,288,line_288,-1,288,1,measured,152.801559,25.762856,2.651017,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63023,123,2033,1,24,caption_plus_1,23,23,0,vbi_ambiguous,109.690628,16.160559,1.492958,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63023,123,2033,1,25,caption_plus_2,23,23,0,vbi_ambiguous,145.921875,26.370026,2.785603,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63023,123,2033,1,26,caption_plus_3,23,23,0,vbi_ambiguous,147.404694,26.630053,3.118936,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63023,123,2033,2,286,line_286,-1,288,1,measured,42.310936,43.234661,1.895149,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63023,123,2033,2,287,line_287,-1,288,1,measured,25.898438,41.375572,2.802817,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63023,123,2033,2,288,line_288,-1,288,1,measured,150.668747,26.073208,2.582160,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63024,124,2034,1,24,caption_plus_1,23,25,1,measured,110.164062,14.399857,1.372457,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63024,124,2034,1,25,caption_plus_2,23,25,1,measured,155.870316,27.039793,2.428795,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63024,124,2034,1,26,caption_plus_3,23,25,1,measured,145.046875,27.395214,3.103286,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63024,124,2034,2,286,line_286,-1,287,1,measured,42.437500,43.278088,1.577465,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63024,124,2034,2,287,line_287,-1,287,1,measured,61.951561,57.747234,6.945227,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63024,124,2034,2,288,line_288,-1,287,1,measured,151.748444,27.267784,2.906103,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63025,125,2035,1,25,caption_plus_1,24,26,1,measured,111.432816,13.595559,1.276995,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63025,125,2035,1,26,caption_plus_2,24,26,1,measured,146.265625,23.656487,2.017214,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63025,125,2035,1,27,caption_plus_3,24,26,1,measured,145.620316,26.708050,2.705790,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63025,125,2035,2,286,line_286,-1,287,1,measured,41.868752,43.882957,1.697966,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63025,125,2035,2,287,line_287,-1,287,1,measured,65.517189,57.234249,6.879499,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63025,125,2035,2,288,line_288,-1,287,1,measured,151.315628,26.223148,2.500782,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63026,126,2036,1,25,caption_plus_1,24,26,1,measured,112.154686,13.813811,1.194053,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63026,126,2036,1,26,caption_plus_2,24,26,1,measured,158.790619,23.949881,1.992175,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63026,126,2036,1,27,caption_plus_3,24,26,1,measured,144.587494,27.481560,2.658842,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63026,126,2036,2,286,line_286,-1,287,1,measured,41.660938,43.227875,1.751174,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63026,126,2036,2,287,line_287,-1,287,1,measured,67.245316,58.467705,7.334898,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63026,126,2036,2,288,line_288,-1,287,1,measured,153.899994,24.055588,2.126760,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63027,127,2037,1,24,caption_plus_1,23,25,1,measured,111.318748,14.787715,1.181534,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63027,127,2037,1,25,caption_plus_2,23,25,1,measured,146.393753,21.687870,1.649452,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63027,127,2037,1,26,caption_plus_3,23,25,1,measured,145.189056,24.560007,2.322379,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63027,127,2037,2,286,line_286,-1,287,1,measured,40.860939,42.599163,1.624413,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63027,127,2037,2,287,line_287,-1,287,1,measured,70.324997,57.621265,6.507042,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63027,127,2037,2,288,line_288,-1,287,1,measured,153.226562,22.902243,1.976526,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63028,128,2038,1,24,caption_plus_1,23,25,1,measured,111.295311,14.270226,1.212833,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63028,128,2038,1,25,caption_plus_2,23,25,1,measured,159.079681,23.327055,1.743349,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63028,128,2038,1,26,caption_plus_3,23,25,1,measured,145.610931,24.239756,2.214397,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63028,128,2038,2,286,line_286,-1,287,1,measured,41.529686,43.049274,1.688576,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63028,128,2038,2,287,line_287,-1,287,1,measured,61.137501,59.423508,6.366197,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63028,128,2038,2,288,line_288,-1,287,1,measured,154.635941,22.557919,1.954617,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63029,129,2039,1,25,caption_plus_1,24,26,1,measured,112.506248,14.407463,1.236307,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63029,129,2039,1,26,caption_plus_2,24,26,1,measured,148.593750,22.093494,1.621283,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63029,129,2039,1,27,caption_plus_3,24,26,1,measured,147.670319,21.936037,1.755869,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63029,129,2039,2,286,line_286,-1,287,1,measured,41.914062,43.210571,1.702660,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63029,129,2039,2,287,line_287,-1,287,1,measured,61.542187,58.251995,5.835681,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,1,1,0
minute_35_00,63029,129,2039,2,288,line_288,-1,287,1,measured,154.021881,22.996387,1.782473,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63030,130,2040,1,25,caption_plus_1,24,26,1,measured,111.351562,14.443094,1.175274,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63030,130,2040,1,26,caption_plus_2,24,26,1,measured,158.189056,23.773216,1.624413,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63030,130,2040,1,27,caption_plus_3,24,26,1,measured,146.218750,22.778463,1.890454,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63030,130,2040,2,286,line_286,-1,288,1,measured,41.364063,42.748360,1.704225,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63030,130,2040,2,287,line_287,-1,288,1,measured,25.851562,40.530987,2.769953,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63030,130,2040,2,288,line_288,-1,288,1,measured,153.220306,21.318563,1.591549,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63031,131,2041,1,25,caption_plus_1,24,26,1,measured,111.396873,14.838147,1.242566,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63031,131,2041,1,26,caption_plus_2,24,26,1,measured,147.682816,21.270382,1.431925,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63031,131,2041,1,27,caption_plus_3,24,26,1,measured,147.548431,22.176865,1.766823,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63031,131,2041,2,286,line_286,-1,288,1,measured,41.337502,42.733315,1.636933,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
minute_35_00,63031,131,2041,2,287,line_287,-1,288,1,measured,30.823437,45.109882,2.985915,1.000000,0.250000,1.000000,2.500000,2.000000,3.000000,1,1,0,1,0
